0.0250252, -18.425, -7.77949,
3.86608, 7.2151, -18.6532,
11.7002, -19.8403, 2.52249,
7.00583, 15.8769, -12.1624,
16.4568, -0.426622, -19.9954,
3.48216, 12.6459, -15.4946,
14.21, -19.9277, -1.6988,
6.0799, 19.9114, 1.88024,
1.82806, -13.1745, 15.0477,
2.94626, 10.0835, 17.272,
19.7705, -18.8469, 6.69284,
2.38166, 19.9914, 0.586681,
0.178228, -14.3957, 13.8839,
10.6333, -18.0327, -8.65002,
12.0353, -15.6348, -12.472,
3.32469, -10.3915, -17.0885,
9.01578, -11.9704, 16.0221,
1.14078, -15.5941, -12.5229,
15.6664, 6.49098, -18.9174,
10.3977, -6.41294, 18.944,
17.5195, -2.92048, -19.7856,
19.118, 17.8609, -8.99933,
10.7871, 12.5207, 15.5959,
9.24162, 1.8411, 19.9151,
17.2448, 5.02233, 19.3591,
15.5931, 11.1013, -16.6361,
19.9359, 20, -0.0383533,
12.23, -15.6037, 12.511,
5.32426, -5.85447, 19.1239,
16.8029, 19.7779, 2.97263,
7.51732, 16.7076, 10.9934,
13.5441, 18.7653, 6.91823,
0.175787, 17.4524, -9.76801,
5.51775, -2.86735, 19.7934,
11.7582, -7.22405, -18.6497,
16.7522, -2.94323, -19.7822,
9.69878, 5.53648, 19.2184,
14.8747, -19.6085, 3.93765,
9.15921, 18.9881, -6.2811,
14.8888, 15.5472, 12.5812,
11.981, -15.0217, 13.2041,
14.7002, -15.4927, -12.6481,
11.4481, -12.8777, 15.3025,
3.0311, 3.11572, 19.7558,
8.50307, 6.52362, -18.9061,
10.3421, 19.9605, -1.25707,
15.031, -11.2999, 16.5019,
3.37962, -11.0007, -16.7029,
9.83795, 18.4272, 7.77419,
13.9952, -19.9909, -0.603934,
2.94992, 19.0049, -6.2301,
2.83151, 16.5499, -11.2294,
13.8578, -6.54356, 18.8993,
8.53114, 18.0764, 8.55828,
19.3323, -8.15149, -18.2634,
3.06467, 14.341, -13.9404,
16.4336, -17.4006, -9.85991,
3.82702, 8.75448, 17.9822,
16.3439, -19.7589, 3.09583,
3.11106, -19.9939, -0.492758,
14.6403, -16.5832, 11.1802,
5.5916, -18.1632, -8.37239,
13.6448, 0.735213, -19.9865,
14.4383, -19.7595, 3.09204,
2.4604, -13.489, 14.7665,
16.6936, 19.5157, 4.37467,
10.3403, -10.3981, -17.0845,
8.52443, 15.8278, 12.2262,
18.9868, 17.6093, -9.48227,
10.9909, -11.3442, 16.4715,
9.43449, -14.1404, 14.1438,
16.9396, -8.15849, 18.2603,
9.12198, -2.74204, 19.8111,
19.6594, -5.91678, 19.1048,
14.7838, -18.2395, -8.20486,
3.9198, 1.42066, -19.9495,
16.7888, -16.0055, 11.9927,
10.018, 15.4234, -12.7326,
0.549333, 19.9886, -0.674841,
11.4518, 19.0013, 6.24104,
10.6265, 6.88493, 18.7776,
16.8609, -13.985, -14.2975,
13.1523, 6.43654, 18.936,
16.8432, 14.2902, 13.9925,
2.19855, -0.863579, -19.9813,
6.28132, 18.6446, -7.23745,
5.72161, -10.3226, 17.1302,
2.80526, -2.12159, -19.8872,
16.6924, -5.21696, -19.3076,
12.0048, -0.349933, -19.9969,
5.05448, 12.3102, 15.7625,
0.0323496, 18.5486, 7.47994,
16.1248, 12.0211, -15.9842,
4.21155, 14.9519, 13.2831,
11.0642, 19.9199, 1.78858,
2.27546, -19.1887, 5.63866,
15.0444, -7.81039, -18.4119,
10.8689, 17.8833, 8.95478,
8.7344, 5.94791, 19.0951,
13.9244, -5.01676, 19.3606,
