0.0625629, -34.001, -14.3561
9.66521, 15.9678, -41.2816
29.2505, -34.1215, 4.33821
17.5146, 37.2146, -28.5079
41.142, -0.9044, -42.3885
8.70541, 28.9391, -35.458
35.5251, -35.2781, -3.00739
15.1997, 20.359, 1.9225
4.57015, -20.3767, 23.2739
7.36564, 12.5927, 21.5702
49.4263, -31.4468, 11.1673
5.95416, 20.1314, 0.590791
0.44557, -22.5555, 21.7536
26.5831, -33.4826, -16.0612
30.0882, -29.8742, -23.8309
8.31172, -20.7265, -34.0842
22.5394, -18.293, 24.4848
2.85195, -29.8085, -23.9379
39.1659, 14.3055, -41.6922
25.9941, -9.31752, 27.5242
43.7986, -6.10384, -41.3522
47.795, 42.6622, -21.4956
26.9677, 15.194, 18.9257
23.104, 2.49099, 26.945
43.112, 6.60136, 25.4457
38.9828, 25.1499, -37.6888
49.8398, 49.9908, -0.0958656
30.575, -24.7889, 19.8756
13.3106, -8.46511, 27.6517
42.0072, 20.4822, 3.0785
18.7933, 19.0289, 12.5208
33.8603, 20.3477, 7.50159
0.439467, 41.505, -23.2302
13.7944, -4.04108, 27.8957
29.3954, -14.7138, -37.9853
41.8806, -6.15058, -41.3398
24.247, 7.24193, 25.1384
37.1868, -33.3872, 6.70459
22.898, 46.0221, -15.2237
37.2219, 18.0723, 14.6246
29.9524, -23.7021, 20.8341
36.7504, -29.6446, -24.2016
28.6203, -19.8575, 23.5965
7.57775, 4.16776, 26.4265
21.2577, 14.3801, -41.6752
25.8553, 49.6014, -3.12381
37.5774, -17.1571, 25.0555
8.44905, -21.8469, -33.1712
24.5949, 20.1835, 8.51515
34.9879, -35.1282, -1.06124
7.3748, 46.075, -15.1041
7.07877, 39.0194, -26.4753
34.6446, -9.51808, 27.4904
21.3279, 19.9846, 9.46172
48.3306, -16.505, -36.9795
7.66167, 33.2122, -32.2843
41.084, -32.5927, -18.4683
9.56755, 11.0905, 22.7805
40.8597, -33.845, 5.30283
7.77764, -35.107, -0.865226
36.6008, -26.6723, 17.982
13.979, -33.6586, -15.515
34.1121, 1.56878, -42.6467
36.0958, -33.847, 5.29648
6.15101, -20.931, 22.9133
41.7341, 20.5431, 4.60497
25.8507, -20.7387, -34.0746
21.3111, 18.3131, 14.1459
47.467, 41.9466, -22.5875
27.4773, -17.2316, 25.0199
23.5862, -22.094, 22.0993
42.349, -12.0363, 26.9396
22.805, -3.86034, 27.8908
49.1485, -8.5598, 27.6388
36.9594, -33.7598, -15.1865
9.79949, 3.043, -42.7312
41.9721, -25.5525, 19.1462
25.045, 36.0174, -29.7338
1.37333, 49.8105, -1.68167
28.6294, 20.4409, 6.71387
26.5664, 8.88914, 24.2438
42.1522, -27.1328, -27.7392
32.8806, 8.34676, 24.5557
42.1079, 16.9337, 16.581
5.49638, -1.8262, -42.2543
15.7033, 44.9633, -17.4539
14.304, -15.5301, 25.7719
7.01315, -4.45455, -41.7556
41.731, -10.7574, -39.8122
30.0119, -0.742145, -42.41
12.6362, 14.978, 19.1785
0.080874, 20.246, 8.16443
40.3119, 27.3953, -36.427
10.5289, 17.5447, 15.5865
27.6605, 20.3457, 1.82682
5.68865, -32.2709, 9.48293
37.611, -15.849, -37.3618
27.1722, 19.8653, 9.94722
21.836, 7.7496, 24.8792
34.8109, -7.20171, 27.7927
21.8345, 2.97181, 26.8087
28.8934, -35.2262, -7.31313
31.4341, 13.2664, 20.9602
25.2068, 47.579, -11.2514
34.788, 42.5133, -21.7282
9.49736, -15.4651, 25.7981
8.91751, 49.8325, -1.51024
22.8721, 49.9366, -0.622436
4.87533, -27.3745, -27.4336
4.71969, -30.6279, 12.6353
46.5758, 20.4673, 6.42812
44.731, -7.14057, 27.7981
11.3651, 5.14761, -42.7633
20.5359, 7.7451, 24.8816
31.4035, -30.2493, -23.2044
22.5806, -33.2338, 7.13249
29.8914, -25.8695, -29.2408
42.7396, 21.314, -39.4774
31.2387, -7.56669, -40.9338
28.2876, -22.1185, 22.0814
